CalKitAttenuator_2X10dBDate: 2026-04-17
CalKitAttenuator_2X10dBIFBW: 3.000000000000000E+03
CalKitAttenuator_2X10dBGPIB: GPIB0::16::INSTR
CalKitAttenuator_2X10dBStart_Hz: 130000000.0
CalKitAttenuator_2X10dBStop_Hz: 15000000000.0
CalKitAttenuator_2X10dBPoints: 201
CalKitAttenuator_2X10dBColumns:
CalKitAttenuator_2X10dBFreq_Hz, S11_Re, S11_Im, S21_Re, S21_Im, S12_Re, S12_Im, S22_Re, S22_Im
9.052000000000000000e+09,1.137540000000000079e-02,1.254882999999999971e-01,-2.343750000000000000e-01,1.816698999999999842e+01,1.977562999999999890e-03,-1.999140000000000107e-04,-2.065277000000000085e-02,1.634064000000000072e-01
9.126350000000000000e+09,1.434299999999999898e-03,1.358871000000000107e-01,6.023437000000000374e+00,1.695117000000000118e+01,1.009881000000000017e-03,-5.731583000000000381e-04,1.607509999999999842e-02,1.273804000000000047e-01
9.200700000000000000e+09,9.704600000000000726e-03,1.444397000000000042e-01,1.143359000000000059e+01,1.408104999999999940e+01,-7.933377999999999448e-05,-1.333594000000000012e-03,5.798339999999999744e-02,1.318816999999999906e-01
9.275050000000000000e+09,2.957150000000000056e-02,1.476898000000000100e-01,1.519140999999999941e+01,9.485352000000000672e+00,1.358390000000000118e-04,-1.130282999999999939e-03,8.726499999999999535e-02,1.608582000000000067e-01
9.349400000000000000e+09,4.699709999999999999e-02,1.287536999999999987e-01,1.755664000000000158e+01,4.652343000000000117e+00,-2.186893999999999936e-04,1.057505999999999941e-03,2.380399999999999964e-03,1.672516000000000003e-01
9.423750000000000000e+09,4.973601999999999884e-02,1.072540000000000021e-01,1.847363000000000000e+01,-1.672852000000000006e+00,1.647650999999999977e-03,-3.381967999999999737e-04,-4.783629999999999653e-03,1.195602000000000054e-01
9.498100000000000000e+09,4.752731000000000317e-02,8.213425000000000586e-02,1.720702999999999960e+01,-7.916015999999999941e+00,-8.849799999999999464e-04,7.763803000000000110e-04,6.773758000000000556e-02,8.270645000000000080e-02
9.572450000000000000e+09,1.500701999999999939e-02,8.111572000000000227e-02,1.385497999999999941e+01,-1.424413999999999980e+01,1.636028000000000092e-03,-8.845329000000000299e-04,1.010437000000000002e-01,1.293716000000000033e-01
9.646800000000000000e+09,6.813050000000000182e-03,9.993744000000000238e-02,7.311523000000000216e+00,-1.824707000000000079e+01,6.983280000000000130e-04,-2.382397999999999981e-03,7.783510000000000428e-02,1.657104000000000077e-01
9.721150000000000000e+09,1.998137999999999997e-02,1.201363000000000014e-01,1.435549999999999882e-01,-1.887792999999999921e+01,1.622440000000000004e-04,-2.687572999999999959e-03,6.324768000000000057e-02,1.136780000000000013e-01
9.795500000000000000e+09,3.905489999999999656e-02,1.293640000000000068e-01,-5.999023000000000216e+00,-1.680957000000000079e+01,1.195908000000000084e-03,-2.277135999999999917e-03,8.435819999999999430e-02,1.279525999999999997e-01
9.869850000000000000e+09,6.196593999999999713e-02,1.238250999999999935e-01,-1.034667999999999921e+01,-1.332422000000000040e+01,-4.229784000000000321e-03,-2.296686000000000040e-03,4.009250000000000314e-02,1.371613000000000138e-01
9.944200000000000000e+09,6.965636999999999524e-02,1.032639000000000057e-01,-1.329883000000000060e+01,-9.142578000000000316e+00,-1.996756000000000030e-04,-2.390741999999999954e-03,1.236724999999999977e-02,9.486389000000000626e-02
1.001855000000000000e+10,7.669449000000000405e-02,7.538604999999999612e-02,-1.520604999999999940e+01,-5.209960999999999842e+00,-2.317904999999999879e-03,-3.876208999999999818e-03,2.487179999999999860e-03,8.629989999999999883e-02
1.009290000000000000e+10,6.732177999999999773e-02,6.259154999999999580e-02,-1.668262000000000000e+01,-3.408203000000000205e-01,-3.776073000000000016e-03,2.516984999999999795e-03,-6.085967999999999933e-02,1.191254000000000063e-01
1.016725000000000000e+10,6.678009000000000028e-02,3.871917999999999888e-02,-1.550098000000000020e+01,4.628905999999999743e+00,2.173184999999999787e-03,2.509593999999999974e-03,-6.495666999999999414e-02,1.625594999999999957e-01
1.024160000000000000e+10,4.707336000000000159e-02,6.977080000000000087e-03,-1.392773000000000039e+01,7.881835999999999842e+00,4.448651999999999988e-03,-1.018285999999999974e-03,-3.240967000000000153e-02,1.295546999999999949e-01
1.031595000000000000e+10,3.427028999999999839e-03,8.586407000000000761e-03,-1.306054999999999922e+01,1.321875000000000000e+01,3.333092000000000173e-04,-3.273784999999999759e-04,-2.944182999999999870e-02,1.475600999999999996e-01
1.039030000000000000e+10,-2.006149000000000127e-02,4.482459999999999917e-02,-7.279296999999999684e+00,1.935936999999999841e+01,-8.193254000000000075e-04,2.762675000000000027e-03,1.822659999999999905e-02,1.874389999999999945e-01
1.046465000000000000e+10,-1.505279999999999986e-02,7.275391000000000497e-02,1.018555000000000099e+00,2.045311999999999841e+01,-2.100110000000000084e-03,1.605153000000000005e-03,-2.143860000000000036e-03,1.779938000000000076e-01
1.053900000000000000e+10,-1.207352000000000078e-02,7.448578000000000143e-02,8.418945000000000789e+00,1.899902000000000157e+01,1.881003000000000015e-03,4.410739999999999718e-05,4.926300000000000123e-02,1.124877999999999989e-01
1.061335000000000000e+10,-1.648331000000000102e-02,9.077071999999999918e-02,1.605370999999999881e+01,1.422559000000000040e+01,-2.670101999999999868e-05,-2.511405000000000056e-05,8.285520000000000385e-02,1.326370000000000049e-01
1.068770000000000000e+10,-2.450561999999999879e-02,9.716033999999999782e-02,1.979686999999999841e+01,6.648437000000000374e+00,6.830699999999999500e-05,3.301501000000000088e-03,3.042600000000000166e-02,1.287459999999999993e-01
1.076205000000000000e+10,-2.830504999999999827e-02,1.208724999999999938e-01,1.934570000000000078e+01,-2.201172000000000128e+00,7.557869999999999519e-04,2.069950000000000088e-03,3.981781000000000209e-02,5.591582999999999970e-02
1.083640000000000000e+10,-9.468079000000000772e-03,1.317214999999999914e-01,1.509863000000000000e+01,-7.891601999999999784e+00,9.379390000000000470e-04,3.201841999999999883e-03,7.883072000000000690e-02,7.338332999999999662e-02
1.091075000000000000e+10,1.190949999999999995e-02,1.324081000000000008e-01,1.113280999999999921e+01,-1.098681999999999981e+01,2.647640000000000150e-04,2.865313999999999882e-03,8.547591999999999690e-02,1.050491000000000064e-01
1.098510000000000000e+10,8.823390000000000399e-03,1.009102000000000054e-01,8.693358999999999170e+00,-1.292871000000000059e+01,4.103184000000000171e-03,-1.275777999999999981e-03,8.721919999999999673e-02,1.371230999999999978e-01
1.105945000000000000e+10,-7.408142000000000373e-03,1.139335999999999960e-01,3.671875000000000000e+00,-1.675683000000000078e+01,-1.494169000000000053e-03,1.013935000000000097e-03,9.664917000000000646e-02,1.205597000000000057e-01
1.113380000000000000e+10,1.288604999999999959e-02,1.198005999999999932e-01,-2.965332000000000079e+00,-1.592235999999999940e+01,-9.853839999999999561e-04,3.577709000000000097e-03,1.132506999999999958e-01,1.341704999999999981e-01
1.120815000000000000e+10,2.221679999999999836e-02,1.209221000000000046e-01,-7.128905999999999743e+00,-1.351806999999999981e+01,-2.403377999999999851e-03,1.715182999999999899e-03,9.589390000000000414e-02,1.261902000000000024e-01
1.128250000000000000e+10,3.619379999999999820e-02,1.260223000000000038e-01,-1.032324000000000019e+01,-1.014746000000000059e+01,1.251400000000000114e-04,-8.719265000000000349e-04,1.089553999999999939e-01,5.731963999999999809e-02
1.135685000000000000e+10,4.985049999999999898e-02,1.311340000000000006e-01,-1.271679999999999922e+01,-6.432616999999999585e+00,-1.278877000000000095e-03,-6.471871999999999825e-04,1.283874999999999877e-01,6.555179999999999341e-02
1.143120000000000000e+10,7.280730000000000535e-02,1.350631999999999944e-01,-1.342675999999999981e+01,-2.062500000000000000e+00,-2.355933000000000159e-03,-2.169608999999999983e-05,1.615753000000000050e-01,1.056900000000000062e-01
1.150555000000000000e+10,8.589172000000000473e-02,1.188812000000000063e-01,-1.310741999999999940e+01,1.333007999999999971e+00,2.677917000000000144e-03,-1.501918000000000090e-03,8.366394000000000608e-02,8.206940000000000068e-02
1.157990000000000000e+10,8.475494000000000083e-02,1.072464000000000056e-01,-1.202344000000000079e+01,5.478515999999999941e+00,7.165669999999999852e-04,-1.496970999999999935e-03,8.838653999999999955e-02,3.964233000000000340e-02
1.165425000000000000e+10,8.602142000000000122e-02,8.512496999999999425e-02,-9.607421999999999684e+00,8.808104999999999407e+00,-3.570317999999999842e-03,1.163125000000000096e-03,9.978484999999999439e-02,5.622864000000000334e-02
1.172860000000000000e+10,8.813477000000000117e-02,8.999633999999999412e-02,-6.593262000000000178e+00,1.160303000000000040e+01,2.866744999999999970e-03,-4.495144000000000396e-03,-2.733230999999999855e-02,7.987975999999999410e-02
1.180295000000000000e+10,1.003494000000000053e-01,7.715606999999999327e-02,-2.623534999999999950e+00,1.329639000000000060e+01,-3.185271999999999843e-03,-3.128051999999999981e-04,-8.829497999999999513e-02,8.346559999999999396e-03
1.187730000000000000e+10,9.912872000000000350e-02,6.391143999999999992e-02,2.032226999999999784e+00,1.383935999999999922e+01,-3.283023999999999838e-03,-6.987094999999999591e-03,-1.637115000000000098e-01,-2.362061000000000022e-02
1.195165000000000000e+10,1.124039000000000010e-01,5.536652000000000240e-02,6.857421999999999684e+00,1.267773000000000039e+01,9.185671999999999761e-04,-6.795526000000000301e-04,-1.009673999999999988e-01,9.216310000000000127e-03
1.202600000000000000e+10,1.101685000000000025e-01,4.473114000000000257e-02,1.060059000000000040e+01,9.666016000000000830e+00,-1.208305000000000013e-03,-3.690243000000000169e-03,-3.245925999999999673e-02,6.598663000000000445e-02
1.210035000000000000e+10,1.126328000000000051e-01,2.989959999999999840e-02,1.298145000000000060e+01,5.348144999999999705e+00,-8.375942999999999843e-05,-2.147256999999999963e-04,3.898620000000000210e-03,1.030655000000000043e-01
1.217470000000000000e+10,1.014937999999999951e-01,2.471923999999999996e-02,1.402344000000000079e+01,7.744140999999999941e-01,3.454207999999999845e-03,1.425739999999999939e-04,-1.698685000000000125e-02,8.568573000000000162e-02
1.224905000000000000e+10,9.745025999999999688e-02,1.974487000000000117e-02,1.365770999999999979e+01,-4.289551000000000336e+00,-5.748272000000000451e-04,-2.853274000000000153e-04,-8.550644000000000300e-02,3.054810000000000164e-02
1.232340000000000000e+10,9.516143999999999992e-02,2.008056999999999898e-02,1.078613000000000000e+01,-8.641602000000000672e+00,-6.502627999999999880e-03,-1.011371999999999965e-03,-1.255188000000000137e-01,-2.632140999999999995e-02
1.239775000000000000e+10,9.275055000000000105e-02,1.620482999999999993e-02,6.769530999999999743e+00,-1.126758000000000060e+01,-1.569986000000000049e-04,2.010464999999999908e-03,-3.136063000000000045e-02,-2.909470000000000112e-02
1.247210000000000000e+10,8.697127999999999803e-02,-1.308441000000000031e-03,3.288574000000000108e+00,-1.228905999999999921e+01,-3.010154000000000128e-03,3.826499000000000133e-03,5.238152000000000086e-02,1.598930000000000143e-02
1.254645000000000000e+10,7.817077999999999527e-02,-6.496428999999999745e-03,-2.739257999999999971e-01,-1.278856999999999999e+01,-1.847981999999999967e-03,5.697726999999999653e-03,4.143142999999999826e-02,3.575133999999999951e-02
1.262080000000000000e+10,7.381820999999999522e-02,-1.410293999999999957e-02,-4.280273000000000216e+00,-1.165088000000000079e+01,-2.548098999999999742e-04,1.510382000000000001e-03,7.047652999999999557e-02,4.409790000000000237e-03
1.269515000000000000e+10,6.523513999999999702e-02,-2.086257999999999863e-02,-7.125976999999999784e+00,-1.020800999999999981e+01,2.548933000000000188e-03,2.369164999999999899e-03,1.003417999999999949e-01,-5.493164000000000250e-04
1.276950000000000000e+10,4.779433999999999766e-02,-2.512359999999999940e-02,-1.085791000000000039e+01,-8.596679999999999211e+00,-1.918435000000000019e-03,-3.695488000000000116e-06,1.250915999999999972e-01,6.286599999999999827e-03
1.284385000000000000e+10,3.349113000000000090e-02,-1.597977000000000078e-02,-1.498241999999999940e+01,-5.115234000000000059e+00,-3.686665999999999901e-03,-5.431175000000000325e-04,8.478546000000000693e-02,1.268005000000000000e-02
1.291820000000000000e+10,1.778603000000000128e-02,7.152600000000000060e-04,-1.749120999999999881e+01,2.013672000000000128e+00,-1.119613999999999896e-03,4.184483999999999600e-03,5.684662000000000048e-02,2.259827000000000016e-02
1.299255000000000000e+10,-2.189636000000000013e-03,1.350736999999999945e-02,-1.675096999999999881e+01,1.020020000000000060e+01,-4.068017000000000052e-04,-1.299976999999999903e-03,3.443717999999999779e-02,-1.148033000000000040e-02
1.306690000000000000e+10,-1.415252999999999997e-02,2.869605999999999893e-02,-1.167773000000000039e+01,1.842186999999999841e+01,-1.793860999999999893e-03,6.121993000000000053e-04,1.329230999999999989e-02,-4.661368999999999929e-02
1.314125000000000000e+10,-2.523041000000000172e-02,4.142951999999999746e-02,-1.679688000000000070e+00,2.224414000000000158e+01,-1.247466000000000026e-03,-2.334117999999999935e-04,3.437424000000000035e-02,-7.623291000000000095e-02
1.321560000000000000e+10,-2.777100000000000055e-02,5.076980999999999855e-02,9.333983999999999170e+00,2.095117000000000118e+01,-4.957615999999999867e-05,-9.623170000000000226e-05,5.798339999999999744e-02,1.432800000000000046e-02
1.328995000000000000e+10,-1.762771999999999950e-02,5.375481000000000009e-02,1.720018999999999920e+01,1.291991999999999940e+01,8.539557000000000137e-04,2.952814000000000220e-04,5.966189999999999688e-03,8.623886000000000052e-02
1.336430000000000000e+10,-3.778458000000000164e-03,5.923462000000000172e-02,1.896875000000000000e+01,3.247069999999999901e+00,1.363038999999999917e-03,2.227186999999999830e-03,-2.243900000000000061e-02,-4.437446999999999746e-03
1.343865000000000000e+10,1.136016999999999930e-02,6.639862000000000541e-02,1.599413999999999980e+01,-5.479491999999999585e+00,-4.089116999999999752e-03,2.047300000000000161e-03,5.813600000000000365e-03,-1.113738999999999979e-01
1.351300000000000000e+10,3.729248000000000285e-02,6.742096000000000200e-02,1.048241999999999940e+01,-1.059863000000000000e+01,8.758309999999999837e-04,-2.588271999999999969e-03,4.676055999999999963e-02,-3.902053999999999939e-02
1.358735000000000000e+10,6.575011999999999524e-02,6.255341000000000373e-02,3.283202999999999872e+00,-1.174854000000000021e+01,1.350164000000000052e-03,1.552999000000000003e-03,8.599091000000000373e-02,1.497269000000000030e-02
1.366170000000000000e+10,7.754516999999999660e-02,3.153991999999999907e-02,-1.200194999999999901e+00,-9.152343999999999369e+00,-1.264095000000000019e-03,-3.146767999999999874e-03,-4.308319000000000037e-02,-1.271210000000000118e-01
1.373605000000000000e+10,6.527710000000000456e-02,2.339934999999999932e-02,-3.887207000000000079e+00,-7.156494000000000355e+00,-1.321315999999999897e-03,2.005695999999999955e-03,5.035399999999999772e-03,-1.622162000000000048e-01
1.381040000000000000e+10,5.070496000000000031e-02,1.724815000000000029e-02,-5.007568000000000019e+00,-4.817626999999999882e+00,-8.352398999999999718e-04,1.086830999999999908e-03,2.721862999999999921e-01,-5.740355999999999931e-02
1.388475000000000000e+10,4.270554000000000017e-02,1.791763000000000036e-02,-5.534423999999999566e+00,-2.692382999999999971e+00,3.898859000000000179e-03,4.743337999999999721e-03,1.016463999999999979e-01,8.180999999999999384e-02
1.395910000000000000e+10,3.808974999999999861e-02,2.361297999999999869e-02,-5.511230000000000295e+00,-7.265625000000000000e-01,-2.158879999999999903e-04,2.692698999999999787e-03,2.196883999999999990e-02,-1.246643000000000057e-02
1.403345000000000000e+10,4.470062000000000341e-02,2.132987999999999898e-02,-5.248778999999999861e+00,1.159424000000000010e+00,5.316729999999999763e-04,-2.707362000000000050e-03,-1.646805000000000144e-02,-1.001244000000000023e-01
1.410780000000000000e+10,5.302048000000000177e-02,5.481719999999999822e-03,-3.917479999999999851e+00,2.790039000000000158e+00,1.829504999999999933e-03,-1.650332999999999922e-03,7.835006999999999389e-02,2.943420000000000064e-02
1.418215000000000000e+10,3.915024000000000282e-02,-1.780701000000000159e-02,-2.236816000000000138e+00,3.191650000000000098e+00,1.430999999999999936e-06,5.695819999999999876e-03,5.709838999999999887e-02,-1.871108999999999967e-02
1.425650000000000000e+10,1.825714000000000156e-02,-2.031612000000000001e-02,-8.819580000000000197e-01,3.366210999999999842e+00,-3.566741999999999808e-04,4.887342000000000249e-03,-3.701781999999999989e-02,6.790159999999999946e-03
1.433085000000000000e+10,8.638382000000000005e-03,-6.326675000000000354e-03,1.881104000000000109e-01,3.112549000000000010e+00,1.981735000000000094e-03,1.189113000000000106e-03,-9.929657000000000067e-02,3.138732999999999801e-02
1.440520000000000000e+10,-1.030636000000000052e-02,9.325981000000000548e-03,9.067382999999999971e-01,2.569580000000000197e+00,-1.392065999999999963e-03,6.842613000000000211e-04,-9.040832999999999856e-03,-4.855632999999999824e-03
1.447955000000000000e+10,-6.808281000000000228e-03,2.391623999999999833e-02,1.438598999999999961e+00,2.023315000000000197e+00,-6.353854999999999833e-05,-2.436399000000000117e-03,-3.291511999999999910e-02,8.209229999999999652e-03
1.455390000000000000e+10,2.586359999999999788e-03,2.544497999999999899e-02,1.929564999999999975e+00,1.231689000000000034e+00,-1.627444999999999933e-03,1.794577000000000108e-03,-3.998040999999999921e-03,4.904508999999999605e-03
1.462825000000000000e+10,8.267399999999999402e-03,1.759623999999999910e-02,2.042968999999999813e+00,4.523925999999999781e-01,-1.722096999999999907e-03,-1.747607999999999887e-04,-9.218215999999999563e-03,3.993034000000000167e-02
1.470260000000000000e+10,-3.772259000000000029e-03,7.843970999999999930e-03,1.809020999999999990e+00,-1.441649999999999876e-01,-2.509236000000000192e-03,2.899765999999999802e-03,-3.346062000000000342e-02,3.786086999999999786e-02
1.477695000000000000e+10,-1.597691000000000042e-02,8.985520000000000312e-03,1.401245000000000074e+00,-5.668944999999999679e-01,-1.703501000000000060e-03,-3.053188000000000082e-03,-3.187369999999999787e-02,2.156258000000000133e-02
1.485130000000000000e+10,-2.024650999999999881e-02,1.472281999999999931e-02,1.060181000000000040e+00,-6.829224000000000405e-01,-2.356290999999999941e-03,3.479719999999999949e-04,1.163330000000000058e-01,3.874207000000000345e-02
1.492565000000000000e+10,-1.681422999999999945e-02,2.370929999999999913e-02,8.529052999999999773e-01,-8.161621000000000015e-01,7.289885999999999762e-03,7.587433000000000198e-03,6.692504999999999982e-02,3.005980000000000110e-03
1.500000000000000000e+10,-1.354694000000000037e-02,2.702235999999999874e-02,5.202636999999999956e-01,-8.804931999999999759e-01,2.269745000000000096e-03,-6.102323999999999683e-04,-2.001761999999999812e-03,-1.956081000000000139e-02
